,Date,ABATE12_ABPEBO12,ABATE12_ABPEBV12,ABATE12_ABPEFR12,ABATE12_ABPESU12,ABATE12_ABPEVA12,ABATE12_ABQUBO12,ABATE12_ABQUBV12,ABATE12_ABQUFR12,ABATE12_ABQUSU12,ABATE12_ABQUVA12,ABPO12_PAPEL12,ANP12_PDGASN12,ANP12_PDPET12,CNI12_NUCAP12,CNI12_NUCAPD12,FIEMG12_CUTIND12,IBSIE12_QSCAB12,IBSIE12_QSCFG12,IBSIE12_QSCL12,SNIC12_QSCC12,ACSP12_SCPCC12,ACSP12_TELCH12,ANP12_CALCO12,ANP12_CDEPET12,ANP12_CGASOL12,ANP12_CGLP12,ANP12_CODP12,ANP12_COLCOM12,ANP12_COLDIE12,CNI12_VENREA12,CNI12_VENRED12,ELETRO12_CEECO12,ELETRO12_CEECOM12,ELETRO12_CEEIND12,ELETRO12_CEENE12,ELETRO12_CEENO12,ELETRO12_CEEOUT12,ELETRO12_CEERES12,ELETRO12_CEESE12,ELETRO12_CEESU12,ELETRO12_CEET12,ELETRO12_CEETCOM12,ELETRO12_CEETIND12,ELETRO12_CEETRES12,ELETRO12_CEETT12,FCESP12_IICA12,FENABRAVE12_VENDAUTO12,FENABRAVE12_VENDVETOT12,BM12_CS12,BM12_DEPOUCN12,BM12_DEPOUCNY12,BM12_DEVM12,BM12_FCAFIN12,BM12_FCDEPFIN12,BM12_FCOSE12,BM12_FCOTPF12,BM12_FCOUTC12,BM12_FCPME12,BM12_FCRB12,BM12_FCTN12,BM12_FCVARBM12,BM12_FRFCN12,BM12_M0MN12,BM12_M0N12,BM12_M0NY12,BM12_M1MN12,BM12_M1N12,BM12_M2NCN12,BM12_M3NCN12,BM12_M4NCN12,BM12_OPTFCN12,BM12_OPTFCNY12,BM12_PME12,BM12_PMEM12,BM12_PMPPM12,BM12_RBM12,BM12_REB12,BM12_TFPPNCN12,BM12_TIPRINCN12,FUNCEX12_MDPT12,FUNCEX12_MDQT12,FUNCEX12_TTR12,FUNCEX12_XPB12,FUNCEX12_XPM12,FUNCEX12_XPS12,FUNCEX12_XPT12,FUNCEX12_XQB12,FUNCEX12_XQM12,FUNCEX12_XQS12,FUNCEX12_XQT12,FUNCEX12_XR12,SECEX12_EXPORTAFRICA12,SECEX12_EXPORTAMERICAN12,SECEX12_EXPORTAMERICAS12,SECEX12_EXPORTASIA12,SECEX12_EXPORTETC12,SECEX12_EXPORTEUROPA12,SECEX12_EXPORTMERCOSUL12,SECEX12_EXPORTOMEDIO12,SECEX12_EXPORTZE12,SECEX12_IMPORTAFRICA12,SECEX12_IMPORTAMERICAN12,SECEX12_IMPORTAMERICAS12,SECEX12_IMPORTASIA12,SECEX12_IMPORTETC12,SECEX12_IMPORTEUROPA12,SECEX12_IMPORTMERCOSUL12,SECEX12_IMPORTOMEDIO12,SECEX12_IMPORTZE12,SECEX12_MVTOT12,SECEX12_XGASOL12,SECEX12_XVBASI12,SECEX12_XVINDU12,SECEX12_XVMANU12,SECEX12_XVSEMI12,SECEX12_XVTOT12,SECEX12_XVTRES12,BM12_BTNFBC12,BM12_DEXEMN12,BM12_DEXEMY12,BM12_DEXGFN12,BM12_DEXGFY12,BM12_DINEMN12,BM12_DINEMY12,BM12_DINGFN12,BM12_DINGFY12,BM12_DIVFBC12,BM12_DTEMN12,BM12_DTEMY12,BM12_DTGFN12,BM12_DTGFY12,BM12_LTNFBC12,BM12_NFEMJNNAS12,BM12_NFEMJNNS12,BM12_NFEMJNYS12,BM12_NFEMNNAS12,BM12_NFEMNNS12,BM12_NFEMNYS12,BM12_NFEMPNAS12,BM12_NFEMPNS12,BM12_NFEMPYS12,BM12_NFGFJNNAS12,BM12_NFGFJNNS12,BM12_NFGFJNYS12,BM12_NFGFNNAS12,BM12_NFGFNNS12,BM12_NFGFNYS12,BM12_NFGFPNAS12,BM12_NFGFPNS12,BM12_NFGFPYS12,BM12_NTNFBC12,SRF12_COFINS12,SRF12_CSLL12,SRF12_DEMAIS12,SRF12_II12,SRF12_IOF12,SRF12_IPI12,SRF12_IPIBEB12,SRF12_IPIFU12,SRF12_IPIOUT12,SRF12_IPIVEI12,SRF12_IPIVI12,SRF12_IR12,SRF12_IRPF12,SRF12_IRPJ12,SRF12_IRRF12,SRF12_IRRFOUT12,SRF12_IRRFRC12,SRF12_IRRFRE12,SRF12_IRRFRT12,SRF12_ITR12,SRF12_OUTREC12,SRF12_PIS12,SRF12_TOTGER12,SRF12_TOTREC12,BM12_CFCC12,BM12_ERC12,BM12_ERCF12,BM12_ERV12,BM12_ERVF12,BM12_MCC12,BM12_MCCM12,BM12_SBCCC12,BM12_SBCCCM12,BM12_SFCC12,BM12_SGCC12,BM12_VFCC12,BM12_XCC12,BM12_XCCM12,GAC12_PPCTAXAC12,BM12_PIB12,BM12_PIBAC12,GAC12_CABC12,GAC12_CABCD12,GAC12_CABCDDESSAZ12,GAC12_CABCDESSAZ12,GAC12_CABCND12,GAC12_CABCNDDESSAZ12,GAC12_CABI12,GAC12_CABIDESSAZ12,GAC12_FBKFCAMI12,GAC12_FBKFCAMIDESSAZ12,BM12_IPCACOM12,BM12_IPCAEXCEX212,BM12_IPCANCOM12,BM12_IPCAPL12,BM12_IPCAPLBD12,BM12_IPCAPLBND12,BM12_IPCAPLBSD12,BM12_IPCAPLSER12,BM12_IPCAPM12,BM12_NUCLEOPIPCA12,DERAL12_ATARP12,DERAL12_ATARPO12,DERAL12_ATBCAD12,DERAL12_ATBCAT12,DERAL12_ATBSUI12,DERAL12_ATCAM12,DERAL12_ATFEC12,DERAL12_ATFECU12,DERAL12_ATFEP12,DERAL12_ATFMAC12,DERAL12_ATFMAT12,DERAL12_ATFMP12,DERAL12_ATFRC12,DERAL12_ATFRM12,DERAL12_ATFRR12,DERAL12_ATFSO12,DERAL12_ATFTRC12,DERAL12_ATFTRE12,DERAL12_ATFUA12,DERAL12_ATMAE12,DERAL12_ATMC12,DERAL12_ATOLB12,DERAL12_ATOLR12,DERAL12_ATOVE12,DERAL12_ATOVG12,DERAL12_ATOVM12,DERAL12_ATPIC12,DERAL12_ATQMF12,DERAL12_ATQMZ12,DERAL12_ATQPA12,DERAL12_ATQPR12,DERAL12_ATSCAR12,DERAL12_ATSULO12,DERAL12_ATSUPA12,DERAL12_ATSUPE12,DERAL12_PRARIR12,DERAL12_PRBGO12,DERAL12_PRBMA12,DERAL12_PRCAN12,DERAL12_PRCCO12,DERAL12_PRFEC12,DERAL12_PRFEP12,DERAL12_PRFRV12,DERAL12_PRLECO12,DERAL12_PRMAN12,DERAL12_PRMI12,DERAL12_PROVG12,DERAL12_PROVM12,DERAL12_PRSO12,DERAL12_PRSUC12,DIEESE12_CBSP12,FIPE12_FIPE0001,FIPE12_FIPE0002,FIPE12_FIPE0118,FIPE12_FIPE0348,FIPE12_FIPE0379,FIPE12_FIPE0482,FIPE12_FIPE0516,FIPE12_FIPE0553,FIPE12_FIPEQ1G12,FIPE12_FIPEQ2G12,FIPE12_FIPEQ3G12,FIPE12_IPCFIPE12,IGP12_IGP1012,IGP12_IGPDI12,IGP12_IGPDIG12,IGP12_IGPF12,IGP12_IGPM12,IGP12_IGPMG12,IGP12_IGPMG1D12,IGP12_IGPMG2D12,IGP12_IGPOG12,IGP12_IGPOGG12,IGP12_INCC1012,IGP12_INCC12,IGP12_INCCG12,IGP12_INCCMG12,IGP12_INCCMG1D12,IGP12_INCCMG2D12,IGP12_IPA1012,IGP12_IPAA12,IGP12_IPADI12,IGP12_IPADIG12,IGP12_IPAI12,IGP12_IPAMG12,IGP12_IPAMG1D12,IGP12_IPAMG2D12,IGP12_IPC1012,IGP12_IPC12,IGP12_IPCG12,IGP12_IPCMG12,IGP12_IPCMG1D12,IGP12_IPCMG2D12,PRECOS12_INPC12,PRECOS12_INPCAB12,PRECOS12_INPCAR12,PRECOS12_INPCBR12,PRECOS12_INPCCD12,PRECOS12_INPCHA12,PRECOS12_INPCSC12,PRECOS12_INPCTC12,PRECOS12_INPCVE12,PRECOS12_IPCA12,PRECOS12_IPCAAB12,PRECOS12_IPCAAR12,PRECOS12_IPCACD12,PRECOS12_IPCAG12,PRECOS12_IPCAHA12,PRECOS12_IPCASC12,PRECOS12_IPCASP12,PRECOS12_IPCATC12,PRECOS12_IPCAVE12,BM12_RES12,BPAG12_AR12,BPAG12_BC12,BPAG12_BCM12,BPAG12_BCX12,BPAG12_CF12,BPAG12_CK12,BPAG12_CKD12,BPAG12_CKR12,BPAG12_CRCO12,BPAG12_CRCOA12,BPAG12_CRCOP12,BPAG12_DER12,BPAG12_DERA12,BPAG12_DERP12,BPAG12_EMP12,BPAG12_EMPA12,BPAG12_EMPAI12,BPAG12_EMPAS12,BPAG12_EMPP12,BPAG12_EMPPI12,BPAG12_EMPPS12,BPAG12_EO12,BPAG12_ETCP12,BPAG12_ETLP12,BPAG12_ETLPA12,BPAG12_ETLPADE12,BPAG12_ETLPAED12,BPAG12_ETLPATPRI12,BPAG12_ETLPATPUB12,BPAG12_ETLPI12,BPAG12_ETLPIDE12,BPAG12_ETLPIED12,BPAG12_ETLPITPRI12,BPAG12_ETLPITPUB12,BPAG12_ICA12,BPAG12_ICAA12,BPAG12_ICAAA12,BPAG12_ICAAV12,BPAG12_ICAD12,BPAG12_ICAF12,BPAG12_ICAFA12,BPAG12_ICAFV12,BPAG12_ICAR12,BPAG12_ICARF12,BPAG12_ICARFA12,BPAG12_ICARFV12,BPAG12_ICP12,BPAG12_ICPA12,BPAG12_ICPAI12,BPAG12_ICPAS12,BPAG12_ICPD12,BPAG12_ICPF12,BPAG12_ICPFI12,BPAG12_ICPFS12,BPAG12_ICPR12,BPAG12_ICPRF12,BPAG12_ICPRFD12,BPAG12_ICPRFDI12,BPAG12_ICPRFDS12,BPAG12_ICPRFI12,BPAG12_ICPRFIN12,BPAG12_ICPRFINI12,BPAG12_ICPRFINS12,BPAG12_ICPRFS12,BPAG12_IDE12,BPAG12_IDEI12,BPAG12_IDEOI12,BPAG12_IDEOIA12,BPAG12_IDEOIC12,BPAG12_IDEPC12,BPAG12_IDEPCI12,BPAG12_IDEPCS12,BPAG12_IDES12,BPAG12_IDP12,BPAG12_IDPI12,BPAG12_IDPOI12,BPAG12_IDPOIA12,BPAG12_IDPOIC12,BPAG12_IDPPC12,BPAG12_IDPPCI12,BPAG12_IDPPCS12,BPAG12_IDPS12,BPAG12_MD12,BPAG12_MDA12,BPAG12_MDP12,BPAG12_OI12,BPAG12_OIA12,BPAG12_OIP12,BPAG12_RP12,BPAG12_RPD12,BPAG12_RPIC12,BPAG12_RPICD12,BPAG12_RPICJUDOM12,BPAG12_RPICJUEX12,BPAG12_RPICJUEXD12,BPAG12_RPICJUEXR12,BPAG12_RPICLD12,BPAG12_RPICLDD12,BPAG12_RPICLDR12,BPAG12_RPICR12,BPAG12_RPID12,BPAG12_RPIDD12,BPAG12_RPIDJU12,BPAG12_RPIDJUD12,BPAG12_RPIDJUR12,BPAG12_RPIDLD12,BPAG12_RPIDLDD12,BPAG12_RPIDLDR12,BPAG12_RPIDR12,BPAG12_RPOI12,BPAG12_RPOID12,BPAG12_RPOIR12,BPAG12_RPR12,BPAG12_RPRES12,BPAG12_RPSAL12,BPAG12_RPSALD12,BPAG12_RPSALR12,BPAG12_RS12,BPAG12_RSD12,BPAG12_RSR12,BPAG12_SER12,BPAG12_SERALUG12,BPAG12_SERALUGD12,BPAG12_SERALUGR12,BPAG12_SERCONST12,BPAG12_SERCONSTD12,BPAG12_SERCONSTR12,BPAG12_SERCULT12,BPAG12_SERCULTD12,BPAG12_SERCULTR12,BPAG12_SERD12,BPAG12_SERFIN12,BPAG12_SERFIND12,BPAG12_SERFINR12,BPAG12_SERGOV12,BPAG12_SERGOVD12,BPAG12_SERGOVR12,BPAG12_SERINT12,BPAG12_SERINTD12,BPAG12_SERINTR12,BPAG12_SERMANUF12,BPAG12_SERMANUFD12,BPAG12_SERMANUFR12,BPAG12_SERMANUT12,BPAG12_SERMANUTD12,BPAG12_SERMANUTR12,BPAG12_SEROUTROS12,BPAG12_SEROUTROSD12,BPAG12_SEROUTROSR12,BPAG12_SERR12,BPAG12_SERSEG12,BPAG12_SERSEGD12,BPAG12_SERSEGR12,BPAG12_SERTEL12,BPAG12_SERTELD12,BPAG12_SERTELR12,BPAG12_SERTRANS12,BPAG12_SERTRANSD12,BPAG12_SERTRANSR12,BPAG12_SERVIAG12,BPAG12_SERVIAGD12,BPAG12_SERVIAGR12,BPAG12_TC12,CNI12_HTRAB12,CNI12_HTRABD12,CNI12_PEEMP12,CNI12_PEEMPD12,GAC12_SALMINDOL12,GAC12_SALMINRE12,MTE12_SALMIN12,PAN12_DTSPY12,PAN12_ERV12,PAN12_IGPDIG12,PAN12_IPCAG12,PAN12_MTV12,PAN12_SBC12,PAN12_STC12,PAN12_TJOVER12,PAN12_XTV12,FCESP12_IIC12,FCESP12_IICF12,ANBIMA12_IBVSP12,ANBIMA12_TJPOUP12,BM12_RNDPO12,BM12_TJCDI12,BM12_TJLP12,BM12_TJOVER12,BM12_TJTR12,SGS12_7836,SGS12_NDIASUTEISPAS12,SECEX12_XGASOLKG12,CEF12_FGTS12,SEADE12_TDTGSP12
0,1995-01-31 00:00:00,0,0,0,0,0,0,0,0,0,0,0,-1.937941979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.327876169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1683.633,-298.773,-127.48,1808.049,40.342,0,1140.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503.38,2.430978308,0,0,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1900,-1821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31,0,1.98,0.9,0.69,0,0,-0.25,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.71,-0.82,-0.24,1.53,3.53,-0.41,1.54,1.28,1.19,1.12,0,0,0,1.36,0,0,0.92,0.48,0.57,0,1.44,0,0,0,1.37,0.76,1.12,0,0,0,0.87,0,0.51,0.04,0.11,0,0,1.63,1.59,1.27,1.29,0,0.52,3.07,1.44,3.62,2.49,1.63,0.07,0,0,0.73,3.15,4.71,1.700017709,2.17,2.26,1.51,0.38,0,0,-538.3,0,0,0,0,0,0,0,100.027,0,100.027,-0.412,0,0,153.7212964,84.32570356,86.95129644,171.277,238.047,0,0,-14.517957,314.209,292.338,0,0,0,0,0,0,0,0,0,297.6,10.796,31.1,32.7,1.6,0,19.36108437,0,0,0,-39.66508437,0,0,-890.695,-1247.381,0,0,0,0,0,0,0,356.686,-11.814,0,0,0,368.5,0,0,0,79.38,0,-16.8,0,0,96.18,0,0,0,0,0,0,0,0,0,0,0,0,2761.150117,-2084.988117,676.162,1455.519413,0,809.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.654,0,0,52.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418,-0.192,0.507,0.315,-9.468,0,0,0,-4.544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6027364,22.4199908,0,0,0,48.84498111,0,0,0,-10.76965479,2.61,2.6118,3.48,1.95,3.37,2.1,0,0,0,0,0
1,1995-02-28 00:00:00,-0.088237774,-0.05292613,-0.15182105,-0.024175367,0.037134904,-0.097387257,-0.054133148,-0.109542538,-0.018854525,0.027810513,-0.096274389,-1.924148657,0.002728515,-0.01068177,-0.007365846,0.000863735,-0.105620641,-0.092876747,-0.147377169,-0.105624038,-0.028085158,0.018237441,0.01268516,0.102342267,0.087775611,0.17384693,-0.029413885,5.318119994,0.150282203,-0.045448806,-0.027367889,0.004371592,-0.013934952,-0.006783396,-0.094972399,-0.051552597,-0.029723344,-0.030544151,0.003194622,-0.013574869,-0.017298702,0.000140765,-0.022447942,-0.012552296,-0.018617413,-0.009349881,0.222152008,0.175830465,0,0,-0.096372063,-0.035426116,-1467.308,-251.985,-197.619,489.771,13.117,-1.656153581,-2285.938,-5.714424517,-0.033771564,0.090580667,-0.065107581,0,-0.163104033,-0.03090266,0.087612648,0.027943528,0.036437237,0.038793981,0,0,0,-0.026103508,-0.023268767,-0.108409776,-0.301611963,0.050475879,0.026352872,-0.047761544,0.248149663,0.052966322,0.001039681,0.010555399,0.015250225,0.005172223,0.001411433,0.007186408,-0.165784489,-0.014142647,-0.005898038,-0.012971366,-0.011066643,-0.009770659,-0.158407291,0.394117506,0.054747923,-0.012894207,0.050922365,0.064526157,0.089619885,0.225510061,0.17275758,0.284700565,2.627321958,0.231657273,0.184704092,-0.281875454,0.289960304,0.200387357,1.323111108,0.040269534,-0.030176661,0.017536239,-0.166701342,-0.009603893,0.491937583,0.019303686,0.018761292,-0.028987537,0.024191149,-0.009493671,0.029067868,-0.006256538,0.067039291,0.0319516,0.025799291,0.02871104,-0.006042314,0.04541846,0.011155494,0.854748298,-0.022437015,1371.2,2.301584593,-0.012930263,0.692870024,9.4,-0.148374424,-1.794241037,-0.407864718,-0.013430948,-0.098222037,-0.119929637,0.049041893,-4.605242953,-0.045245813,-0.137037379,-1.889522211,-0.246187362,-0.105846413,-0.124571853,-0.129655341,-0.09325135,-0.060139342,-0.230124965,0.018282882,-0.008169703,-0.036191872,0.065464883,-0.014338439,-0.016629506,-0.250100263,0.068252066,-0.290168989,-0.241468908,-0.201435662,-0.305637164,0.030131196,0,0,-0.154480404,-0.083993735,-0.141551292,-0.142751755,-0.274521195,-0.007482665,0.011246049,-0.007464932,0.011219486,-0.084329677,0.062273797,1.594006669,1.976559486,-1334,-207,-0.303746675,0.116355004,0.262958478,0.006069236,0,0.106835923,0.014036285,0.280333108,0.22629009,0.052244562,-0.088485659,-0.019336129,-0.013236504,0.020656128,-0.03415795,-0.091772948,-0.843659489,1.52,0,1.1,1.04,0.42,-1.004583991,-0.380403971,0.48,1.36,0.018477748,-0.028287095,-0.038027396,-0.063766618,-0.051293294,-0.0489158,0.003872757,0.040789341,0.025214837,0.013001267,0.014038602,-0.075507553,-0.107098136,-0.248625905,-0.125688215,-0.004496545,-0.021442596,-0.029451552,-0.028370697,0.022472856,-0.059042541,0.019893634,0.030177305,0.05027989,0.06970563,0.076663184,0,-0.041136906,-0.087241553,-0.015485717,-0.063828042,-0.081579987,-0.229862502,-0.118748753,-0.25892192,0.003189795,-0.014646316,-0.021494629,0.007393749,0.043722811,-0.020400864,0.011545991,-0.133531393,0,-0.00151676,-0.165579376,-0.024322995,-0.014893892,-0.00584797,-0.182321557,-0.035408154,1.32,3.23,0.59,-0.3,2.29,2.75,-1.38,0.96,0.54,0.75,0.87,0.013113205,0.01636199,0.011461391,1.15,0.014718933,0.013764773,1.39,0.8,1.18,0.011931033,1.2,0.034362217,0,-0.402857143,3.54,2.64,3.32,0.012400239,0.002268683,0.005782712,0.58,0.008650465,0.88,0.42,0.8,0.018356187,0.019484137,1.97,1.68,0.94,1.24,0.010053305,-0.21,2.73,1.01,2.23,3.87,2.2,0.6,-1.438107842,0.010144359,-0.06,2.99,0.8,1.019598739,3.65,3.1,1.37,0.95,-1.671574982,-0.007341792,-324,1.88824794,0.195795093,-0.008211882,0.177931258,-0.166958578,-0.044496737,-0.215836923,884.55,0,884.55,-0.645,-0.982321291,-0.770736563,-317.0475916,52.39759163,78.19940837,130.597,-264.65,-0.48567918,0.054170671,374.078678,191.3,-442.65,0.374268815,0.447991909,0.594097925,-0.206781854,0,-0.848310739,-0.21420761,-0.582421337,-0.608285186,0,70.65,-26.5,26.6,53.1,0.932956733,53.78239104,1.189521328,3.008047065,0.448197357,43.36760896,16.72406927,-0.894625398,-27.986,-76.39,-0.270720577,-0.841344907,-0.811183315,0,0,0,-0.446562881,48.404,35.104,1.8468253,-2.041446164,-1.234945891,13.3,-1.527047711,-0.232026721,-0.349534864,35.202,-0.829335813,0,-2.240709689,0,35.202,0.496043438,-0.558131803,-0.558131803,-0.682029572,-0.861941667,-0.119722828,-0.083752327,0,-0.633489666,-0.915199408,-0.366474545,-0.207863794,1435.407648,115.7673517,1551.175,1357.848057,-2.250986682,2166.34,0.039399894,-0.020110411,0,-0.127885396,0,-0.413445824,-0.534735587,-0.030044121,0.236639047,0.035125231,-1.139951443,-1.399804833,0.529833745,0.287906764,-0.543942561,-0.741795141,1.01,0.606969673,0.329128894,4.302,-0.901333631,0,-0.291082225,0.342336034,-0.17368896,-0.052826201,0.422318262,0.248213262,-0.096814849,0.179503116,-0.134714604,0.146717588,-0.209294529,-0.433225162,-0.568788161,0.187,0.17,0.279,0.449,-29.247,1.086197231,-0.091708426,-0.274274722,2.147,-0.404601579,-0.046551713,-0.433333333,0.065063593,0.455062049,0.114770987,0.107433561,0.06031465,0,0,0,0.480753971,-0.037491228,0.188486454,-0.246157778,0.051624888,-0.193530061,-0.319058651,-0.279411765,-0.208297043,0.360002734,-0.656593108,-1.543077196,-0.970904589,-0.098249444,-0.227499417,-0.352941508,-0.211482132,-0.217156932,-0.180140531,0.454853749,-0.017654121,-0.000931982,0.003134307,0.002730352,-0.006069236,-0.010053305,0,0.002722016,-0.007464932,14.74438091,12.94517154,0.195795093,1.88824794,0.454853749,46.78467782,-0.008211882,-0.004034885,-0.001458279,-15.80952381,2.36,2.3624,3.24,1.95,3.25,1.85,0.011988199,-0.146603474,1.453919406,-0.254931774,0.064021859
