data,original,lagged_1,lagged_2,lagged_3,lagged_4,lagged_5,lagged_6,lagged_7,lagged_8,lagged_9,lagged_10,lagged_11,lagged_12
2017-11-30 00:00:00,17.20,-0.04,-0.0575,-0.0998,-0.0875,-0.0575,-0.0226,-0.0283,-0.0516,-0.0516,-0.0283,-0.0341,-0.0814
2017-12-31 00:00:00,16.90,-0.02,-0.0599,-0.0476,-0.0176,0.0173,0.0116,-0.0117,-0.0117,0.0116,0.0058,-0.0415,-0.0912
2018-01-31 00:00:00,16.20,-0.04,-0.0300,0.0000,0.0349,0.0292,0.0059,0.0059,0.0292,0.0234,-0.0240,-0.0737,-0.1126
2018-02-28 00:00:00,16.40,0.01,0.0423,0.0772,0.0715,0.0482,0.0482,0.0715,0.0657,0.0183,-0.0314,-0.0703,-0.0572
2018-03-31 00:00:00,16.90,0.03,0.0649,0.0592,0.0359,0.0359,0.0592,0.0534,0.0061,-0.0436,-0.0826,-0.0694,-0.0564
2018-04-30 00:00:00,17.50,0.03,0.0292,0.0059,0.0059,0.0292,0.0234,-0.0240,-0.0737,-0.1126,-0.0995,-0.0865,-0.0485
2018-05-31 00:00:00,17.40,-0.01,-0.0290,-0.0290,-0.0057,-0.0115,-0.0588,-0.1085,-0.1475,-0.1343,-0.1214,-0.0834,-0.0468
2018-06-30 00:00:00,17.00,-0.02,-0.0233,0.0000,-0.0058,-0.0531,-0.1028,-0.1418,-0.1286,-0.1156,-0.0777,-0.0411,-0.0351
2018-07-31 00:00:00,17.00,0.00,0.0233,0.0175,-0.0299,-0.0796,-0.1185,-0.1054,-0.0924,-0.0544,-0.0178,-0.0118,-0.0238
2018-08-31 00:00:00,17.40,0.02,0.0175,-0.0299,-0.0796,-0.1185,-0.1054,-0.0924,-0.0544,-0.0178,-0.0118,-0.0238,
2018-09-30 00:00:00,17.30,-0.01,-0.0531,-0.1028,-0.1418,-0.1286,-0.1156,-0.0777,-0.0411,-0.0351,-0.0471,,
2018-10-31 00:00:00,16.50,-0.05,-0.0970,-0.1360,-0.1229,-0.1099,-0.0719,-0.0353,-0.0293,-0.0413,,,
2018-11-30 00:00:00,15.70,-0.05,-0.0887,-0.0755,-0.0625,-0.0245,0.0120,0.0180,0.0060,,,,
2018-12-31 00:00:00,15.10,-0.04,-0.0258,-0.0128,0.0252,0.0617,0.0677,0.0557,,,,,
2019-01-31 00:00:00,15.30,0.01,0.0261,0.0641,0.1007,0.1067,0.0947,,,,,,
2019-02-28 00:00:00,15.50,0.01,0.0510,0.0876,0.0935,0.0815,,,,,,,
2019-03-31 00:00:00,16.10,0.04,0.0746,0.0805,0.0686,,,,,,,,
2019-04-30 00:00:00,16.70,0.04,0.0426,0.0306,,,,,,,,,
2019-05-31 00:00:00,16.80,0.01,-0.0060,,,,,,,,,,
2019-06-30 00:00:00,16.60,-0.01,,,,,,,,,,,
